43.0, 2, 2, 3, 2, 3, 3, 2, 2, 2, 1.0
44.0, 4, 3, 3, 1, 1, 2, 3, 2, 2, 1.0
45.0, 2, 2, 3, 2, 3, 3, 2, 2, 3, 1.0
46.0, 3, 3, 3, 2, 2, 3, 3, 2, 2, 1.0
47.0, 3, 2, 3, 2, 3, 3, 2, 2, 3, 1.0
48.0, 4, 3, 3, 1, 1, 2, 3, 2, 3, 1.0
49.0, 4, 2, 3, 1, 2, 2, 3, 2, 2, 1.0
2.0, 1, 1, 1, 1, 3, 3, 1, 2, 3, 3.0
51.0, 4, 3, 3, 1, 1, 2, 3, 2, 3, 1.0
52.0, 3, 2, 3, 2, 2, 3, 3, 2, 3, 1.0
53.0, 2, 3, 3, 2, 3, 3, 3, 2, 2, 1.0
54.0, 2, 2, 3, 2, 3, 3, 3, 2, 2, 1.0
55.0, 2, 2, 3, 2, 3, 3, 3, 2, 3, 1.0
56.0, 2, 1, 3, 2, 4, 3, 3, 2, 3, 1.0
57.0, 1, 2, 3, 2, 3, 3, 2, 2, 3, 1.0
58.0, 2, 2, 3, 2, 3, 3, 2, 2, 2, 1.0
59.0, 2, 3, 3, 2, 3, 3, 2, 2, 2, 1.0
60.0, 2, 2, 3, 2, 3, 3, 2, 2, 3, 1.0
61.0, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1.0
62.0, 3, 3, 3, 2, 1, 2, 2, 4, 2, 1.0
15.0, 2, 2, 3, 3, 2, 2, 4, 3, 2, 5.0
64.0, 4, 3, 3, 1, 1, 2, 3, 2, 2, 1.0
65.0, 4, 3, 3, 1, 2, 2, 3, 2, 3, 1.0
66.0, 3, 3, 3, 2, 2, 2, 3, 2, 2, 1.0
67.0, 4, 2, 3, 1, 2, 2, 3, 2, 3, 1.0
171.0, 2, 1, 3, 4, 4, 4, 4, 4, 2, 5.0
69.0, 4, 2, 3, 1, 2, 2, 3, 2, 3, 1.0
209.0, 2, 1, 2, 2, 4, 3, 3, 4, 3, 3.0
71.0, 2, 4, 3, 3, 1, 2, 1, 2, 3, 2.0
72.0, 3, 3, 3, 2, 2, 3, 2, 2, 3, 2.0
73.0, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2.0
74.0, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2.0
75.0, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2.0
76.0, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2.0
77.0, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2.0
78.0, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2.0
79.0, 2, 3, 3, 2, 3, 2, 2, 2, 3, 2.0
80.0, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2.0
2.0, 3, 2, 1, 3, 3, 4, 3, 2, 2, 6.0
82.0, 2, 2, 3, 2, 3, 3, 2, 2, 2, 2.0
83.0, 2, 3, 3, 2, 3, 3, 2, 2, 2, 2.0
84.0, 2, 2, 3, 3, 3, 3, 2, 2, 3, 2.0
85.0, 1, 4, 3, 4, 2, 3, 1, 2, 2, 2.0
86.0, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2.0
87.0, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2.0
88.0, 2, 2, 3, 3, 2, 3, 2, 2, 3, 2.0
89.0, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2.0
90.0, 2, 1, 3, 3, 3, 3, 2, 2, 3, 2.0
91.0, 3, 2, 3, 2, 2, 3, 3, 2, 3, 2.0
92.0, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2.0
93.0, 2, 2, 3, 3, 3, 2, 2, 2, 3, 2.0
94.0, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2.0
95.0, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2.0
96.0, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2.0
97.0, 3, 2, 3, 2, 2, 3, 3, 2, 3, 2.0
98.0, 2, 1, 3, 2, 4, 3, 2, 2, 3, 2.0
99.0, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2.0
100.0, 2, 2, 3, 2, 3, 3, 2, 2, 2, 2.0
101.0, 2, 2, 3, 2, 3, 3, 2, 2, 3, 2.0
102.0, 2, 1, 3, 3, 3, 3, 3, 2, 2, 2.0
103.0, 2, 2, 3, 1, 4, 2, 3, 2, 3, 2.0
104.0, 4, 3, 3, 1, 1, 2, 4, 2, 2, 2.0
105.0, 4, 3, 3, 2, 1, 2, 4, 2, 2, 2.0
106.0, 4, 1, 1, 3, 2, 3, 4, 2, 3, 2.0
107.0, 4, 1, 1, 4, 1, 3, 4, 4, 3, 2.0
108.0, 4, 1, 1, 2, 1, 2, 4, 2, 3, 2.0
109.0, 4, 4, 1, 2, 3, 2, 4, 2, 3, 2.0
110.0, 2, 3, 1, 1, 4, 2, 4, 2, 2, 2.0
111.0, 4, 1, 1, 1, 3, 2, 4, 2, 2, 2.0
112.0, 4, 1, 1, 1, 3, 2, 4, 2, 2, 2.0
113.0, 4, 2, 1, 1, 2, 2, 4, 2, 2, 2.0
114.0, 3, 3, 3, 2, 2, 3, 2, 2, 3, 2.0
115.0, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2.0
116.0, 3, 3, 3, 2, 2, 3, 2, 2, 2, 2.0
117.0, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2.0
118.0, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2.0
119.0, 2, 2, 3, 3, 2, 3, 2, 2, 3, 2.0
120.0, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2.0
121.0, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2.0
122.0, 2, 2, 3, 3, 3, 3, 2, 2, 3, 2.0
123.0, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2.0
124.0, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2.0
125.0, 4, 2, 3, 2, 3, 3, 2, 2, 2, 2.0
126.0, 3, 2, 3, 3, 2, 3, 2, 2, 3, 2.0
25.0, 1, 3, 1, 4, 2, 2, 2, 2, 2, 5.0
128.0, 3, 3, 2, 2, 2, 3, 3, 2, 3, 2.0
129.0, 3, 3, 2, 3, 2, 3, 3, 3, 3, 2.0
130.0, 3, 3, 2, 3, 1, 2, 4, 2, 3, 2.0
131.0, 4, 3, 1, 2, 2, 2, 4, 2, 2, 2.0
132.0, 4, 3, 1, 2, 1, 2, 4, 2, 3, 2.0
133.0, 2, 3, 3, 2, 2, 3, 2, 2, 2, 2.0
209.0, 3, 2, 4, 2, 4, 2, 4, 3, 3, 6.0
135.0, 2, 2, 3, 2, 3, 3, 2, 2, 2, 2.0
136.0, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2.0
137.0, 2, 2, 3, 2, 3, 3, 2, 2, 3, 2.0
24.0, 2, 2, 2, 1, 4, 3, 2, 3, 3, 5.0
19.0, 1, 3, 1, 2, 4, 4, 3, 2, 2, 5.0
140.0, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2.0
141.0, 2, 2, 3, 3, 2, 3, 2, 2, 2, 2.0
142.0, 3, 2, 3, 2, 3, 3, 2, 2, 3, 2.0
143.0, 2, 2, 3, 2, 3, 3, 2, 2, 3, 2.0
144.0, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2.0
145.0, 2, 2, 3, 2, 3, 3, 2, 2, 3, 2.0
146.0, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2.0
147.0, 2, 3, 3, 2, 3, 2, 2, 2, 2, 3.0
148.0, 2, 2, 3, 2, 3, 3, 2, 2, 2, 3.0
113.0, 2, 2, 3, 2, 1, 2, 4, 3, 2, 3.0
154.0, 4, 4, 4, 2, 2, 3, 4, 4, 2, 1.0
151.0, 2, 2, 3, 3, 2, 3, 2, 2, 3, 3.0
152.0, 3, 4, 3, 1, 1, 2, 3, 2, 2, 3.0
46.0, 1, 4, 4, 1, 2, 4, 3, 3, 2, 7.0
154.0, 2, 3, 3, 2, 3, 3, 2, 2, 2, 3.0
155.0, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3.0
156.0, 2, 2, 3, 2, 3, 3, 2, 2, 2, 3.0
157.0, 2, 3, 3, 2, 2, 3, 2, 2, 2, 3.0
158.0, 3, 3, 3, 1, 1, 2, 3, 2, 2, 3.0
159.0, 2, 3, 3, 3, 2, 3, 2, 2, 2, 3.0
160.0, 2, 3, 3, 3, 2, 3, 2, 2, 3, 3.0
161.0, 2, 2, 3, 3, 2, 3, 3, 2, 2, 3.0
162.0, 3, 3, 3, 1, 2, 2, 2, 2, 3, 3.0
163.0, 4, 3, 3, 1, 1, 2, 3, 2, 3, 3.0
164.0, 1, 3, 2, 4, 1, 4, 1, 4, 2, 5.0
165.0, 3, 2, 2, 3, 3, 3, 3, 2, 2, 5.0
176.0, 1, 1, 2, 3, 3, 3, 1, 2, 2, 2.0
167.0, 4, 1, 2, 3, 4, 3, 4, 2, 2, 5.0
168.0, 3, 2, 1, 3, 4, 2, 4, 2, 2, 5.0
169.0, 2, 2, 1, 3, 4, 3, 3, 2, 2, 5.0
200.0, 4, 2, 4, 3, 1, 3, 4, 3, 2, 5.0
171.0, 4, 3, 1, 3, 2, 2, 4, 2, 2, 5.0
194.0, 3, 1, 4, 4, 1, 2, 3, 4, 2, 5.0
173.0, 1, 2, 1, 4, 1, 4, 1, 2, 2, 5.0
170.0, 4, 3, 4, 2, 3, 2, 2, 4, 2, 7.0
175.0, 3, 2, 2, 4, 2, 3, 3, 3, 3, 5.0
176.0, 3, 2, 1, 3, 3, 2, 4, 2, 3, 5.0
177.0, 3, 3, 2, 3, 2, 2, 3, 2, 2, 6.0
178.0, 3, 3, 2, 2, 3, 2, 3, 2, 2, 6.0
179.0, 2, 4, 2, 3, 2, 2, 3, 2, 2, 6.0
199.0, 1, 4, 1, 1, 4, 2, 4, 3, 2, 2.0
181.0, 1, 4, 2, 3, 4, 2, 2, 2, 2, 6.0
182.0, 3, 4, 1, 3, 2, 2, 3, 2, 2, 6.0
183.0, 3, 3, 1, 4, 3, 2, 4, 2, 2, 6.0
184.0, 3, 4, 1, 1, 4, 2, 4, 2, 2, 6.0
185.0, 1, 4, 1, 1, 4, 2, 1, 2, 2, 6.0
186.0, 1, 3, 3, 3, 3, 4, 1, 4, 2, 7.0
187.0, 2, 4, 3, 4, 1, 4, 1, 4, 2, 7.0
188.0, 4, 3, 3, 2, 2, 3, 2, 2, 2, 7.0
189.0, 4, 4, 2, 4, 1, 3, 3, 2, 2, 7.0
190.0, 4, 4, 2, 2, 1, 2, 2, 4, 2, 7.0
191.0, 2, 3, 2, 3, 3, 2, 2, 4, 2, 7.0
192.0, 2, 4, 1, 4, 3, 2, 2, 3, 3, 7.0
193.0, 2, 3, 1, 4, 4, 2, 3, 3, 3, 7.0
194.0, 2, 4, 1, 4, 3, 2, 2, 4, 3, 7.0
195.0, 2, 4, 1, 4, 3, 2, 2, 4, 3, 7.0
196.0, 2, 3, 1, 4, 3, 2, 3, 3, 2, 7.0
197.0, 2, 3, 1, 4, 3, 2, 3, 4, 2, 7.0
198.0, 2, 4, 1, 4, 3, 2, 2, 3, 2, 7.0
199.0, 1, 4, 1, 4, 3, 2, 3, 3, 2, 7.0
200.0, 2, 4, 1, 4, 3, 2, 2, 3, 2, 7.0
201.0, 1, 4, 1, 4, 4, 2, 2, 3, 2, 7.0
151.0, 4, 1, 2, 2, 1, 4, 1, 3, 3, 7.0
203.0, 1, 4, 1, 4, 4, 2, 2, 3, 2, 7.0
204.0, 2, 4, 1, 4, 3, 2, 2, 4, 2, 7.0
205.0, 2, 4, 1, 4, 3, 2, 2, 3, 2, 7.0
206.0, 2, 4, 1, 3, 3, 2, 2, 4, 2, 7.0
207.0, 2, 4, 1, 3, 3, 2, 2, 4, 2, 7.0
208.0, 2, 4, 1, 3, 3, 4, 1, 4, 2, 7.0
209.0, 2, 4, 1, 4, 3, 2, 3, 3, 2, 7.0
210.0, 2, 3, 1, 4, 2, 2, 3, 4, 2, 7.0
211.0, 2, 4, 1, 4, 3, 2, 2, 4, 2, 7.0
212.0, 3, 4, 1, 4, 3, 2, 2, 4, 2, 7.0
13.0, 2, 1, 2, 3, 1, 4, 1, 4, 3, 5.0
214.0, 2, 4, 1, 4, 3, 2, 2, 4, 2, 7.0
